
Camera index: 1
Total frame number: 71640.0
Processing frame: 0
Elapsed time: 1.7881393432617188e-05s
Processing frame: 2000
Elapsed time: 90.87232208251953s
Processing frame: 4000
Elapsed time: 187.19067549705505s
Processing frame: 6000
Elapsed time: 285.50401639938354s
Processing frame: 8000
Elapsed time: 380.1141519546509s
Processing frame: 10000
Elapsed time: 470.773136138916s
Processing frame: 12000
Elapsed time: 559.5460255146027s
Processing frame: 14000
Elapsed time: 644.2381908893585s
Processing frame: 16000
Elapsed time: 731.5273680686951s
Processing frame: 18000
Elapsed time: 815.3652801513672s
Processing frame: 20000
Elapsed time: 897.6386203765869s
Processing frame: 22000
Elapsed time: 988.7294769287109s
Processing frame: 24000
Elapsed time: 1080.3248023986816s
Processing frame: 26000
Elapsed time: 1173.2564914226532s
Processing frame: 28000
Elapsed time: 1271.2481031417847s
Processing frame: 30000
Elapsed time: 1372.9653515815735s
Processing frame: 32000
Elapsed time: 1473.1869909763336s
Processing frame: 34000
Elapsed time: 1573.1957478523254s
Processing frame: 36000
Elapsed time: 1672.031004190445s
Processing frame: 38000
Elapsed time: 1773.9578220844269s
Processing frame: 40000
Elapsed time: 1870.9399921894073s
Processing frame: 42000
Elapsed time: 1973.4498000144958s
Processing frame: 44000
Elapsed time: 2070.7475035190582s
Processing frame: 46000
Elapsed time: 2166.7014772892s
Processing frame: 48000
Elapsed time: 2265.149229288101s
Processing frame: 50000
Elapsed time: 2361.0776104927063s
Processing frame: 52000
Elapsed time: 2461.1893603801727s
Processing frame: 54000
Elapsed time: 2559.2227926254272s
Processing frame: 56000
Elapsed time: 2657.9582426548004s
Processing frame: 58000
Elapsed time: 2753.9850323200226s
Processing frame: 60000
Elapsed time: 2850.40526676178s
Processing frame: 62000
Elapsed time: 2948.9390473365784s
Processing frame: 64000
Elapsed time: 3045.821632862091s
Processing frame: 66000
Elapsed time: 3139.621677875519s
Processing frame: 68000
Elapsed time: 3242.058233499527s
Processing frame: 70000
Elapsed time: 3336.521897315979s
