
Camera index: 2
Total frame number: 59757.0
Processing frame: 0
Elapsed time: 2.8133392333984375e-05s
Processing frame: 2000
Elapsed time: 100.27616238594055s
Processing frame: 4000
Elapsed time: 206.89929032325745s
Processing frame: 6000
Elapsed time: 306.61649537086487s
Processing frame: 8000
Elapsed time: 405.73318004608154s
Processing frame: 10000
Elapsed time: 512.9554364681244s
Processing frame: 12000
Elapsed time: 618.948882818222s
Processing frame: 14000
Elapsed time: 721.7004327774048s
Processing frame: 16000
Elapsed time: 821.0661926269531s
Processing frame: 18000
Elapsed time: 917.4859380722046s
Processing frame: 20000
Elapsed time: 1011.4828283786774s
Processing frame: 22000
Elapsed time: 1105.8059298992157s
Processing frame: 24000
Elapsed time: 1202.737155199051s
Processing frame: 26000
Elapsed time: 1293.1316692829132s
Processing frame: 28000
Elapsed time: 1394.014389038086s
Processing frame: 30000
Elapsed time: 1495.4806561470032s
Processing frame: 32000
Elapsed time: 1596.4015934467316s
Processing frame: 34000
Elapsed time: 1704.1226925849915s
Processing frame: 36000
Elapsed time: 1803.6287245750427s
Processing frame: 38000
Elapsed time: 1897.6097252368927s
Processing frame: 40000
Elapsed time: 1993.0679433345795s
Processing frame: 42000
Elapsed time: 2095.689078807831s
Processing frame: 44000
Elapsed time: 2196.8449795246124s
Processing frame: 46000
Elapsed time: 2301.2410197257996s
Processing frame: 48000
Elapsed time: 2405.015797138214s
Processing frame: 50000
Elapsed time: 2507.425482273102s
Processing frame: 52000
Elapsed time: 2607.9645714759827s
Processing frame: 54000
Elapsed time: 2709.9670684337616s
Processing frame: 56000
Elapsed time: 2815.205715894699s
Processing frame: 58000
Elapsed time: 2920.23708152771s
