
Camera index: 1
Total frame number: 37770.0
Processing frame: 0
Elapsed time: 1.4543533325195312e-05s
Processing frame: 2000
Elapsed time: 91.32882761955261s
Processing frame: 4000
Elapsed time: 197.94989228248596s
Processing frame: 6000
Elapsed time: 300.26186776161194s
Processing frame: 8000
Elapsed time: 407.9863977432251s
Processing frame: 10000
Elapsed time: 513.2865228652954s
Processing frame: 12000
Elapsed time: 624.596684217453s
Processing frame: 14000
Elapsed time: 732.413948059082s
Processing frame: 16000
Elapsed time: 844.3265702724457s
Processing frame: 18000
Elapsed time: 949.6294932365417s
Processing frame: 20000
Elapsed time: 1052.3457417488098s
Processing frame: 22000
Elapsed time: 1153.408925294876s
Processing frame: 24000
Elapsed time: 1258.1989634037018s
Processing frame: 26000
Elapsed time: 1362.452687740326s
Processing frame: 28000
Elapsed time: 1468.0322284698486s
Processing frame: 30000
Elapsed time: 1575.951994419098s
Processing frame: 32000
Elapsed time: 1681.89488363266s
Processing frame: 34000
Elapsed time: 1793.1445422172546s
Processing frame: 36000
Elapsed time: 1888.443721294403s
