
Camera index: 2
Total frame number: 80148.0
Processing frame: 0
Elapsed time: 1.9073486328125e-05s
Processing frame: 2000
Elapsed time: 100.73090529441833s
Processing frame: 4000
Elapsed time: 202.23975825309753s
Processing frame: 6000
Elapsed time: 309.3605577945709s
Processing frame: 8000
Elapsed time: 414.190144777298s
Processing frame: 10000
Elapsed time: 515.2186315059662s
Processing frame: 12000
Elapsed time: 616.2846193313599s
Processing frame: 14000
Elapsed time: 722.1691992282867s
Processing frame: 16000
Elapsed time: 814.7195346355438s
Processing frame: 18000
Elapsed time: 922.4661152362823s
Processing frame: 20000
Elapsed time: 1025.263267993927s
Processing frame: 22000
Elapsed time: 1126.4771242141724s
Processing frame: 24000
Elapsed time: 1223.998565196991s
Processing frame: 26000
Elapsed time: 1320.6691272258759s
Processing frame: 28000
Elapsed time: 1422.783094882965s
Processing frame: 30000
Elapsed time: 1526.3589839935303s
Processing frame: 32000
Elapsed time: 1631.7366852760315s
Processing frame: 34000
Elapsed time: 1732.7539134025574s
Processing frame: 36000
Elapsed time: 1834.8808875083923s
Processing frame: 38000
Elapsed time: 1936.3788566589355s
Processing frame: 40000
Elapsed time: 2036.8868634700775s
Processing frame: 42000
Elapsed time: 2144.673114299774s
Processing frame: 44000
Elapsed time: 2244.3711750507355s
Processing frame: 46000
Elapsed time: 2348.1618916988373s
Processing frame: 48000
Elapsed time: 2448.088743209839s
Processing frame: 50000
Elapsed time: 2555.796909093857s
Processing frame: 52000
Elapsed time: 2658.172431945801s
Processing frame: 54000
Elapsed time: 2762.474134683609s
Processing frame: 56000
Elapsed time: 2863.6231083869934s
Processing frame: 58000
Elapsed time: 2961.8017365932465s
Processing frame: 60000
Elapsed time: 3062.926472425461s
Processing frame: 62000
Elapsed time: 3162.4629514217377s
Processing frame: 64000
Elapsed time: 3267.8257327079773s
Processing frame: 66000
Elapsed time: 3372.800112247467s
Processing frame: 68000
Elapsed time: 3476.4755642414093s
Processing frame: 70000
Elapsed time: 3584.9840342998505s
Processing frame: 72000
Elapsed time: 3694.687055826187s
Processing frame: 74000
Elapsed time: 3797.9336535930634s
Processing frame: 76000
Elapsed time: 3902.311414718628s
Processing frame: 78000
Elapsed time: 4019.015550136566s
Processing frame: 80000
Elapsed time: 4120.306308269501s
