
Camera index: 2
Total frame number: 31542.0
Processing frame: 0
Elapsed time: 2.0742416381835938e-05s
Processing frame: 2000
Elapsed time: 106.46074652671814s
Processing frame: 4000
Elapsed time: 213.69632697105408s
Processing frame: 6000
Elapsed time: 320.62664008140564s
Processing frame: 8000
Elapsed time: 425.5134365558624s
Processing frame: 10000
Elapsed time: 536.2482905387878s
Processing frame: 12000
Elapsed time: 647.097517490387s
Processing frame: 14000
Elapsed time: 757.0373950004578s
Processing frame: 16000
Elapsed time: 859.3644368648529s
Processing frame: 18000
Elapsed time: 964.1883296966553s
Processing frame: 20000
Elapsed time: 1068.3978626728058s
Processing frame: 22000
Elapsed time: 1171.7223052978516s
Processing frame: 24000
Elapsed time: 1272.5223760604858s
Processing frame: 26000
Elapsed time: 1379.265854358673s
Processing frame: 28000
Elapsed time: 1479.4726948738098s
Processing frame: 30000
Elapsed time: 1579.2568559646606s
