
Camera index: 1
Total frame number: 41445.0
Processing frame: 0
Elapsed time: 1.5020370483398438e-05s
Processing frame: 2000
Elapsed time: 98.20250940322876s
Processing frame: 4000
Elapsed time: 190.17423486709595s
Processing frame: 6000
Elapsed time: 294.64137864112854s
Processing frame: 8000
Elapsed time: 396.009158372879s
Processing frame: 10000
Elapsed time: 503.574914932251s
Processing frame: 12000
Elapsed time: 609.4961330890656s
Processing frame: 14000
Elapsed time: 717.6113443374634s
Processing frame: 16000
Elapsed time: 823.1595821380615s
Processing frame: 18000
Elapsed time: 926.813074350357s
Processing frame: 20000
Elapsed time: 1028.9994339942932s
Processing frame: 22000
Elapsed time: 1125.139365196228s
Processing frame: 24000
Elapsed time: 1226.4561846256256s
Processing frame: 26000
Elapsed time: 1316.5054910182953s
Processing frame: 28000
Elapsed time: 1412.6623616218567s
Processing frame: 30000
Elapsed time: 1514.247006893158s
Processing frame: 32000
Elapsed time: 1602.7998178005219s
Processing frame: 34000
Elapsed time: 1702.3664326667786s
Processing frame: 36000
Elapsed time: 1800.26064991951s
Processing frame: 38000
Elapsed time: 1899.2709033489227s
Processing frame: 40000
Elapsed time: 1994.8956768512726s
