
Camera index: 2
Total frame number: 62736.0
Processing frame: 0
Elapsed time: 1.3589859008789062e-05s
Processing frame: 2000
Elapsed time: 103.78999209403992s
Processing frame: 4000
Elapsed time: 208.98482036590576s
Processing frame: 6000
Elapsed time: 307.2419159412384s
Processing frame: 8000
Elapsed time: 404.6324577331543s
Processing frame: 10000
Elapsed time: 509.48368644714355s
Processing frame: 12000
Elapsed time: 613.2538485527039s
Processing frame: 14000
Elapsed time: 710.2359850406647s
Processing frame: 16000
Elapsed time: 814.6241865158081s
Processing frame: 18000
Elapsed time: 917.4386897087097s
Processing frame: 20000
Elapsed time: 1018.551919221878s
Processing frame: 22000
Elapsed time: 1120.900447845459s
Processing frame: 24000
Elapsed time: 1219.1745190620422s
Processing frame: 26000
Elapsed time: 1309.6333873271942s
Processing frame: 28000
Elapsed time: 1407.1395554542542s
Processing frame: 30000
Elapsed time: 1507.8652589321136s
Processing frame: 32000
Elapsed time: 1604.8639142513275s
Processing frame: 34000
Elapsed time: 1706.075944185257s
Processing frame: 36000
Elapsed time: 1813.3248324394226s
Processing frame: 38000
Elapsed time: 1912.1678717136383s
Processing frame: 40000
Elapsed time: 2015.8062751293182s
Processing frame: 42000
Elapsed time: 2118.825701713562s
Processing frame: 44000
Elapsed time: 2219.578062057495s
Processing frame: 46000
Elapsed time: 2327.250552415848s
Processing frame: 48000
Elapsed time: 2429.467599630356s
Processing frame: 50000
Elapsed time: 2539.313154220581s
Processing frame: 52000
Elapsed time: 2646.926831483841s
Processing frame: 54000
Elapsed time: 2751.8523807525635s
Processing frame: 56000
Elapsed time: 2853.126775741577s
Processing frame: 58000
Elapsed time: 2956.780794620514s
Processing frame: 60000
Elapsed time: 3065.367592573166s
Processing frame: 62000
Elapsed time: 3168.9024786949158s
