
Camera index: 2
Total frame number: 79752.0
Processing frame: 0
Elapsed time: 1.1920928955078125e-05s
Processing frame: 2000
Elapsed time: 99.258065700531s
Processing frame: 4000
Elapsed time: 199.71151185035706s
Processing frame: 6000
Elapsed time: 299.774729013443s
Processing frame: 8000
Elapsed time: 397.2515642642975s
Processing frame: 10000
Elapsed time: 502.387978553772s
Processing frame: 12000
Elapsed time: 609.2792654037476s
Processing frame: 14000
Elapsed time: 704.6344425678253s
Processing frame: 16000
Elapsed time: 805.4660398960114s
Processing frame: 18000
Elapsed time: 898.1433906555176s
Processing frame: 20000
Elapsed time: 1002.8402438163757s
Processing frame: 22000
Elapsed time: 1105.6199924945831s
Processing frame: 24000
Elapsed time: 1202.6584904193878s
Processing frame: 26000
Elapsed time: 1304.4937813282013s
Processing frame: 28000
Elapsed time: 1404.2045803070068s
Processing frame: 30000
Elapsed time: 1501.089411497116s
Processing frame: 32000
Elapsed time: 1605.2156648635864s
Processing frame: 34000
Elapsed time: 1701.8087403774261s
Processing frame: 36000
Elapsed time: 1799.5942449569702s
Processing frame: 38000
Elapsed time: 1898.8328292369843s
Processing frame: 40000
Elapsed time: 1999.6253249645233s
Processing frame: 42000
Elapsed time: 2101.24907040596s
Processing frame: 44000
Elapsed time: 2202.761409521103s
Processing frame: 46000
Elapsed time: 2296.670525074005s
Processing frame: 48000
Elapsed time: 2392.9597527980804s
Processing frame: 50000
Elapsed time: 2484.006232023239s
Processing frame: 52000
Elapsed time: 2579.2546470165253s
Processing frame: 54000
Elapsed time: 2676.2033343315125s
Processing frame: 56000
Elapsed time: 2770.506823539734s
Processing frame: 58000
Elapsed time: 2871.5027551651s
Processing frame: 60000
Elapsed time: 2972.5264110565186s
Processing frame: 62000
Elapsed time: 3072.6187105178833s
Processing frame: 64000
Elapsed time: 3174.3055412769318s
Processing frame: 66000
Elapsed time: 3267.0453119277954s
Processing frame: 68000
Elapsed time: 3366.9632127285004s
Processing frame: 70000
Elapsed time: 3461.3513474464417s
Processing frame: 72000
Elapsed time: 3555.7051713466644s
Processing frame: 74000
Elapsed time: 3651.875356912613s
Processing frame: 76000
Elapsed time: 3754.1024589538574s
Processing frame: 78000
Elapsed time: 3855.828881263733s
