
Camera index: 1
Total frame number: 66420.0
Processing frame: 0
Elapsed time: 1.4543533325195312e-05s
Processing frame: 2000
Elapsed time: 97.2812077999115s
Processing frame: 4000
Elapsed time: 200.86699199676514s
Processing frame: 6000
Elapsed time: 304.3768870830536s
Processing frame: 8000
Elapsed time: 405.52177023887634s
Processing frame: 10000
Elapsed time: 502.5945816040039s
Processing frame: 12000
Elapsed time: 605.4707307815552s
Processing frame: 14000
Elapsed time: 699.4937732219696s
Processing frame: 16000
Elapsed time: 792.621723651886s
Processing frame: 18000
Elapsed time: 898.0977714061737s
Processing frame: 20000
Elapsed time: 1005.6030073165894s
Processing frame: 22000
Elapsed time: 1116.1095597743988s
Processing frame: 24000
Elapsed time: 1221.228378534317s
Processing frame: 26000
Elapsed time: 1325.9959392547607s
Processing frame: 28000
Elapsed time: 1424.6275384426117s
Processing frame: 30000
Elapsed time: 1520.164562702179s
Processing frame: 32000
Elapsed time: 1622.1565837860107s
Processing frame: 34000
Elapsed time: 1736.6532099246979s
Processing frame: 36000
Elapsed time: 1843.882553577423s
Processing frame: 38000
Elapsed time: 1951.1412217617035s
Processing frame: 40000
Elapsed time: 2060.010712146759s
Processing frame: 42000
Elapsed time: 2167.189935207367s
Processing frame: 44000
Elapsed time: 2278.284950017929s
Processing frame: 46000
Elapsed time: 2393.5694510936737s
Processing frame: 48000
Elapsed time: 2498.73761343956s
Processing frame: 50000
Elapsed time: 2605.5313959121704s
Processing frame: 52000
Elapsed time: 2715.489988565445s
Processing frame: 54000
Elapsed time: 2831.999326944351s
Processing frame: 56000
Elapsed time: 2941.7127261161804s
Processing frame: 58000
Elapsed time: 3058.377159357071s
Processing frame: 60000
Elapsed time: 3176.311994075775s
Processing frame: 62000
Elapsed time: 3282.8266141414642s
Processing frame: 64000
Elapsed time: 3396.4224054813385s
Processing frame: 66000
Elapsed time: 3509.8065135478973s
