
Camera index: 1
Total frame number: 66423.0
Processing frame: 0
Elapsed time: 1.3589859008789062e-05s
Processing frame: 2000
Elapsed time: 35.22455859184265s
Processing frame: 4000
Elapsed time: 69.81798839569092s
Processing frame: 6000
Elapsed time: 104.29697179794312s
Processing frame: 8000
Elapsed time: 137.8481206893921s
Processing frame: 10000
Elapsed time: 171.89186596870422s
Processing frame: 12000
Elapsed time: 206.06053137779236s
Processing frame: 14000
Elapsed time: 240.54577374458313s
Processing frame: 16000
Elapsed time: 274.9540033340454s
Processing frame: 18000
Elapsed time: 309.08226108551025s
Processing frame: 20000
Elapsed time: 342.86438250541687s
Processing frame: 22000
Elapsed time: 377.3426504135132s
Processing frame: 24000
Elapsed time: 412.1284399032593s
Processing frame: 26000
Elapsed time: 447.47183299064636s
Processing frame: 28000
Elapsed time: 482.7919964790344s
Processing frame: 30000
Elapsed time: 517.7694029808044s
Processing frame: 32000
Elapsed time: 552.670373916626s
Processing frame: 34000
Elapsed time: 587.6458327770233s
Processing frame: 36000
Elapsed time: 622.8160865306854s
Processing frame: 38000
Elapsed time: 658.0624103546143s
Processing frame: 40000
Elapsed time: 692.3419184684753s
Processing frame: 42000
Elapsed time: 726.4398772716522s
Processing frame: 44000
Elapsed time: 760.9564747810364s
Processing frame: 46000
Elapsed time: 795.9096100330353s
Processing frame: 48000
Elapsed time: 831.0094106197357s
Processing frame: 50000
Elapsed time: 866.1128597259521s
Processing frame: 52000
Elapsed time: 900.6141812801361s
Processing frame: 54000
Elapsed time: 935.7421925067902s
Processing frame: 56000
Elapsed time: 970.3297855854034s
Processing frame: 58000
Elapsed time: 1004.7311201095581s
Processing frame: 60000
Elapsed time: 1039.2643914222717s
Processing frame: 62000
Elapsed time: 1073.9907760620117s
Processing frame: 64000
Elapsed time: 1109.1098353862762s
Processing frame: 66000
Elapsed time: 1144.0485010147095s
