
Camera index: 1
Total frame number: 86259.0
Processing frame: 0
Elapsed time: 1.5497207641601562e-05s
Processing frame: 2000
Elapsed time: 103.05518293380737s
Processing frame: 4000
Elapsed time: 203.2913510799408s
Processing frame: 6000
Elapsed time: 305.47343158721924s
Processing frame: 8000
Elapsed time: 403.8039252758026s
Processing frame: 10000
Elapsed time: 501.5853793621063s
Processing frame: 12000
Elapsed time: 598.5466215610504s
Processing frame: 14000
Elapsed time: 692.9103059768677s
Processing frame: 16000
Elapsed time: 791.6989369392395s
Processing frame: 18000
Elapsed time: 895.2575232982635s
Processing frame: 20000
Elapsed time: 996.6630027294159s
Processing frame: 22000
Elapsed time: 1096.672868013382s
Processing frame: 24000
Elapsed time: 1201.1941368579865s
Processing frame: 26000
Elapsed time: 1296.7784898281097s
Processing frame: 28000
Elapsed time: 1400.917197227478s
Processing frame: 30000
Elapsed time: 1504.1893537044525s
Processing frame: 32000
Elapsed time: 1611.5681066513062s
Processing frame: 34000
Elapsed time: 1711.858127117157s
Processing frame: 36000
Elapsed time: 1811.9275069236755s
Processing frame: 38000
Elapsed time: 1920.10911154747s
Processing frame: 40000
Elapsed time: 2014.459732055664s
Processing frame: 42000
Elapsed time: 2114.850708246231s
Processing frame: 44000
Elapsed time: 2205.4038376808167s
Processing frame: 46000
Elapsed time: 2305.7865114212036s
Processing frame: 48000
Elapsed time: 2399.8524010181427s
Processing frame: 50000
Elapsed time: 2493.077348947525s
Processing frame: 52000
Elapsed time: 2598.5093653202057s
Processing frame: 54000
Elapsed time: 2692.944796562195s
Processing frame: 56000
Elapsed time: 2787.738527059555s
Processing frame: 58000
Elapsed time: 2889.425076007843s
Processing frame: 60000
Elapsed time: 2986.8595378398895s
Processing frame: 62000
Elapsed time: 3086.280752658844s
Processing frame: 64000
Elapsed time: 3175.61204457283s
Processing frame: 66000
Elapsed time: 3279.4733390808105s
Processing frame: 68000
Elapsed time: 3376.7642719745636s
Processing frame: 70000
Elapsed time: 3475.6951513290405s
Processing frame: 72000
Elapsed time: 3575.6179015636444s
Processing frame: 74000
Elapsed time: 3678.000361919403s
Processing frame: 76000
Elapsed time: 3780.6410958766937s
Processing frame: 78000
Elapsed time: 3877.6301608085632s
Processing frame: 80000
Elapsed time: 3985.2374737262726s
Processing frame: 82000
Elapsed time: 4078.6317620277405s
Processing frame: 84000
Elapsed time: 4183.2675857543945s
Processing frame: 86000
Elapsed time: 4281.617146492004s
