
Camera index: 1
Total frame number: 67515.0
Processing frame: 0
Elapsed time: 1.5974044799804688e-05s
Processing frame: 2000
Elapsed time: 35.28222680091858s
Processing frame: 4000
Elapsed time: 70.13977146148682s
Processing frame: 6000
Elapsed time: 104.72022223472595s
Processing frame: 8000
Elapsed time: 139.6418330669403s
Processing frame: 10000
Elapsed time: 174.42159223556519s
Processing frame: 12000
Elapsed time: 208.88493418693542s
Processing frame: 14000
Elapsed time: 242.9782977104187s
Processing frame: 16000
Elapsed time: 277.4697542190552s
Processing frame: 18000
Elapsed time: 312.0352292060852s
Processing frame: 20000
Elapsed time: 346.7272620201111s
Processing frame: 22000
Elapsed time: 381.2927920818329s
Processing frame: 24000
Elapsed time: 415.521381855011s
Processing frame: 26000
Elapsed time: 450.0081434249878s
Processing frame: 28000
Elapsed time: 485.0639193058014s
Processing frame: 30000
Elapsed time: 519.1099076271057s
Processing frame: 32000
Elapsed time: 553.6880836486816s
Processing frame: 34000
Elapsed time: 588.2132976055145s
Processing frame: 36000
Elapsed time: 623.1972389221191s
Processing frame: 38000
Elapsed time: 657.6946361064911s
Processing frame: 40000
Elapsed time: 692.4534296989441s
Processing frame: 42000
Elapsed time: 726.3892877101898s
Processing frame: 44000
Elapsed time: 760.565491437912s
Processing frame: 46000
Elapsed time: 794.6272702217102s
Processing frame: 48000
Elapsed time: 828.8943645954132s
Processing frame: 50000
Elapsed time: 863.5541219711304s
Processing frame: 52000
Elapsed time: 897.9711155891418s
Processing frame: 54000
Elapsed time: 932.1208801269531s
Processing frame: 56000
Elapsed time: 966.4818530082703s
Processing frame: 58000
Elapsed time: 1000.8780279159546s
Processing frame: 60000
Elapsed time: 1035.6280279159546s
Processing frame: 62000
Elapsed time: 1070.256909608841s
Processing frame: 64000
Elapsed time: 1104.6640627384186s
Processing frame: 66000
Elapsed time: 1139.1203808784485s
