
Camera index: 2
Total frame number: 60300.0
Processing frame: 0
Elapsed time: 1.7642974853515625e-05s
Processing frame: 2000
Elapsed time: 89.73344421386719s
Processing frame: 4000
Elapsed time: 184.07438802719116s
Processing frame: 6000
Elapsed time: 286.2681407928467s
Processing frame: 8000
Elapsed time: 389.3470206260681s
Processing frame: 10000
Elapsed time: 495.30072379112244s
Processing frame: 12000
Elapsed time: 597.109626531601s
Processing frame: 14000
Elapsed time: 699.1674056053162s
Processing frame: 16000
Elapsed time: 802.835874080658s
Processing frame: 18000
Elapsed time: 908.9168884754181s
Processing frame: 20000
Elapsed time: 1002.0257930755615s
Processing frame: 22000
Elapsed time: 1107.601764202118s
Processing frame: 24000
Elapsed time: 1207.9346034526825s
Processing frame: 26000
Elapsed time: 1304.4016933441162s
Processing frame: 28000
Elapsed time: 1407.427646636963s
Processing frame: 30000
Elapsed time: 1513.9331274032593s
Processing frame: 32000
Elapsed time: 1615.4752435684204s
Processing frame: 34000
Elapsed time: 1717.6806755065918s
Processing frame: 36000
Elapsed time: 1818.611537694931s
Processing frame: 38000
Elapsed time: 1919.2141029834747s
Processing frame: 40000
Elapsed time: 2011.540831565857s
Processing frame: 42000
Elapsed time: 2110.4481370449066s
Processing frame: 44000
Elapsed time: 2203.605456352234s
Processing frame: 46000
Elapsed time: 2300.546639442444s
Processing frame: 48000
Elapsed time: 2403.0358517169952s
Processing frame: 50000
Elapsed time: 2500.0819866657257s
Processing frame: 52000
Elapsed time: 2599.5540215969086s
Processing frame: 54000
Elapsed time: 2706.4893164634705s
Processing frame: 56000
Elapsed time: 2808.863488674164s
Processing frame: 58000
Elapsed time: 2909.2024462223053s
Processing frame: 60000
Elapsed time: 3016.5986008644104s
