
Camera index: 1
Total frame number: 87084.0
Processing frame: 0
Elapsed time: 1.6689300537109375e-05s
Processing frame: 2000
Elapsed time: 98.03492450714111s
Processing frame: 4000
Elapsed time: 201.33913135528564s
Processing frame: 6000
Elapsed time: 304.7873146533966s
Processing frame: 8000
Elapsed time: 408.1542329788208s
Processing frame: 10000
Elapsed time: 513.8139371871948s
Processing frame: 12000
Elapsed time: 615.5865063667297s
Processing frame: 14000
Elapsed time: 722.2619407176971s
Processing frame: 16000
Elapsed time: 829.191897392273s
Processing frame: 18000
Elapsed time: 933.6486067771912s
Processing frame: 20000
Elapsed time: 1042.6471691131592s
Processing frame: 22000
Elapsed time: 1145.1652343273163s
Processing frame: 24000
Elapsed time: 1252.67244887352s
Processing frame: 26000
Elapsed time: 1361.5808591842651s
Processing frame: 28000
Elapsed time: 1468.9020619392395s
Processing frame: 30000
Elapsed time: 1577.8363959789276s
Processing frame: 32000
Elapsed time: 1684.7309157848358s
Processing frame: 34000
Elapsed time: 1790.3028166294098s
Processing frame: 36000
Elapsed time: 1891.893709897995s
Processing frame: 38000
Elapsed time: 2002.1310276985168s
Processing frame: 40000
Elapsed time: 2100.3340957164764s
Processing frame: 42000
Elapsed time: 2211.3523309230804s
Processing frame: 44000
Elapsed time: 2312.5220832824707s
Processing frame: 46000
Elapsed time: 2416.001089811325s
Processing frame: 48000
Elapsed time: 2523.09526014328s
Processing frame: 50000
Elapsed time: 2629.737781763077s
Processing frame: 52000
Elapsed time: 2730.0662405490875s
Processing frame: 54000
Elapsed time: 2837.4774458408356s
Processing frame: 56000
Elapsed time: 2937.1901264190674s
Processing frame: 58000
Elapsed time: 3045.7479894161224s
Processing frame: 60000
Elapsed time: 3148.5305671691895s
Processing frame: 62000
Elapsed time: 3253.872579097748s
Processing frame: 64000
Elapsed time: 3355.761596918106s
Processing frame: 66000
Elapsed time: 3457.344338655472s
Processing frame: 68000
Elapsed time: 3553.608519554138s
Processing frame: 70000
Elapsed time: 3655.238471508026s
Processing frame: 72000
Elapsed time: 3757.6370928287506s
Processing frame: 74000
Elapsed time: 3851.0862114429474s
Processing frame: 76000
Elapsed time: 3952.5497148036957s
Processing frame: 78000
Elapsed time: 4044.3239629268646s
Processing frame: 80000
Elapsed time: 4138.0412340164185s
Processing frame: 82000
Elapsed time: 4231.8373436927795s
Processing frame: 84000
Elapsed time: 4330.48792886734s
Processing frame: 86000
Elapsed time: 4426.849395990372s
