
Camera index: 1
Total frame number: 41445.0
Processing frame: 0
Elapsed time: 2.3365020751953125e-05s
Processing frame: 2000
Elapsed time: 99.18931865692139s
Processing frame: 4000
Elapsed time: 192.37619590759277s
Processing frame: 6000
Elapsed time: 297.7903985977173s
Processing frame: 8000
Elapsed time: 400.03703117370605s
Processing frame: 10000
Elapsed time: 508.5641710758209s
Processing frame: 12000
Elapsed time: 614.178804397583s
Processing frame: 14000
Elapsed time: 719.7916917800903s
Processing frame: 16000
Elapsed time: 822.792638540268s
Processing frame: 18000
Elapsed time: 924.1815752983093s
Processing frame: 20000
Elapsed time: 1024.5645580291748s
Processing frame: 22000
Elapsed time: 1118.7388019561768s
Processing frame: 24000
Elapsed time: 1218.077446937561s
Processing frame: 26000
Elapsed time: 1306.6483290195465s
Processing frame: 28000
Elapsed time: 1400.9488048553467s
Processing frame: 30000
Elapsed time: 1500.5598123073578s
Processing frame: 32000
Elapsed time: 1587.5830054283142s
Processing frame: 34000
Elapsed time: 1685.5840418338776s
Processing frame: 36000
Elapsed time: 1782.4380435943604s
Processing frame: 38000
Elapsed time: 1880.1842873096466s
Processing frame: 40000
Elapsed time: 1974.6458055973053s
