
Camera index: 2
Total frame number: 65229.0
Processing frame: 0
Elapsed time: 1.811981201171875e-05s
Processing frame: 2000
Elapsed time: 100.06056356430054s
Processing frame: 4000
Elapsed time: 198.01262378692627s
Processing frame: 6000
Elapsed time: 294.6659541130066s
Processing frame: 8000
Elapsed time: 393.1507480144501s
Processing frame: 10000
Elapsed time: 497.8699061870575s
Processing frame: 12000
Elapsed time: 601.0211577415466s
Processing frame: 14000
Elapsed time: 706.2994346618652s
Processing frame: 16000
Elapsed time: 810.085860490799s
Processing frame: 18000
Elapsed time: 910.842423915863s
Processing frame: 20000
Elapsed time: 1021.2297620773315s
Processing frame: 22000
Elapsed time: 1131.8306334018707s
Processing frame: 24000
Elapsed time: 1236.9853284358978s
Processing frame: 26000
Elapsed time: 1343.5069065093994s
Processing frame: 28000
Elapsed time: 1447.7120418548584s
Processing frame: 30000
Elapsed time: 1558.339348077774s
Processing frame: 32000
Elapsed time: 1669.408581495285s
Processing frame: 34000
Elapsed time: 1785.5706219673157s
Processing frame: 36000
Elapsed time: 1896.0579319000244s
Processing frame: 38000
Elapsed time: 2004.4553437232971s
Processing frame: 40000
Elapsed time: 2110.8060841560364s
Processing frame: 42000
Elapsed time: 2217.3500051498413s
Processing frame: 44000
Elapsed time: 2319.7042043209076s
Processing frame: 46000
Elapsed time: 2424.973767518997s
Processing frame: 48000
Elapsed time: 2529.716431617737s
Processing frame: 50000
Elapsed time: 2640.2781689167023s
Processing frame: 52000
Elapsed time: 2741.9115648269653s
Processing frame: 54000
Elapsed time: 2848.834724187851s
Processing frame: 56000
Elapsed time: 2951.780704498291s
Processing frame: 58000
Elapsed time: 3053.667137145996s
Processing frame: 60000
Elapsed time: 3161.473234653473s
Processing frame: 62000
Elapsed time: 3268.91162443161s
Processing frame: 64000
Elapsed time: 3376.2363245487213s
