
Camera index: 1
Total frame number: 93441.0
Processing frame: 0
Elapsed time: 2.3365020751953125e-05s
Processing frame: 2000
Elapsed time: 100.5280909538269s
Processing frame: 4000
Elapsed time: 200.39139890670776s
Processing frame: 6000
Elapsed time: 305.60343861579895s
Processing frame: 8000
Elapsed time: 404.6395812034607s
Processing frame: 10000
Elapsed time: 510.4134154319763s
Processing frame: 12000
Elapsed time: 611.787210226059s
Processing frame: 14000
Elapsed time: 715.5628957748413s
Processing frame: 16000
Elapsed time: 813.9363930225372s
Processing frame: 18000
Elapsed time: 919.4602632522583s
Processing frame: 20000
Elapsed time: 1019.6094961166382s
Processing frame: 22000
Elapsed time: 1130.0603516101837s
Processing frame: 24000
Elapsed time: 1235.0383195877075s
Processing frame: 26000
Elapsed time: 1331.750748872757s
Processing frame: 28000
Elapsed time: 1441.3743464946747s
Processing frame: 30000
Elapsed time: 1544.202790737152s
Processing frame: 32000
Elapsed time: 1651.434104681015s
Processing frame: 34000
Elapsed time: 1755.883548259735s
Processing frame: 36000
Elapsed time: 1859.1345386505127s
Processing frame: 38000
Elapsed time: 1962.149399280548s
Processing frame: 40000
Elapsed time: 2060.677660226822s
Processing frame: 42000
Elapsed time: 2158.903012275696s
Processing frame: 44000
Elapsed time: 2252.4343881607056s
Processing frame: 46000
Elapsed time: 2358.0321764945984s
Processing frame: 48000
Elapsed time: 2454.779861688614s
Processing frame: 50000
Elapsed time: 2562.332869529724s
Processing frame: 52000
Elapsed time: 2666.195593357086s
Processing frame: 54000
Elapsed time: 2770.9327113628387s
Processing frame: 56000
Elapsed time: 2875.180697441101s
Processing frame: 58000
Elapsed time: 2980.4299862384796s
Processing frame: 60000
Elapsed time: 3085.8042385578156s
Processing frame: 62000
Elapsed time: 3184.1509351730347s
Processing frame: 64000
Elapsed time: 3285.95849442482s
Processing frame: 66000
Elapsed time: 3381.809278488159s
Processing frame: 68000
Elapsed time: 3487.7515580654144s
Processing frame: 70000
Elapsed time: 3595.8152952194214s
Processing frame: 72000
Elapsed time: 3696.826107978821s
Processing frame: 74000
Elapsed time: 3802.923991203308s
Processing frame: 76000
Elapsed time: 3904.950344800949s
Processing frame: 78000
Elapsed time: 4007.4740619659424s
Processing frame: 80000
Elapsed time: 4108.111398458481s
Processing frame: 82000
Elapsed time: 4205.741280078888s
Processing frame: 84000
Elapsed time: 4308.178416252136s
Processing frame: 86000
Elapsed time: 4408.597102165222s
Processing frame: 88000
Elapsed time: 4512.061093568802s
Processing frame: 90000
Elapsed time: 4618.167306900024s
Processing frame: 92000
Elapsed time: 4722.422409296036s
