
Camera index: 2
Total frame number: 62736.0
Processing frame: 0
Elapsed time: 1.52587890625e-05s
Processing frame: 2000
Elapsed time: 104.92631459236145s
Processing frame: 4000
Elapsed time: 211.01035737991333s
Processing frame: 6000
Elapsed time: 309.05240988731384s
Processing frame: 8000
Elapsed time: 407.28081035614014s
Processing frame: 10000
Elapsed time: 513.0619254112244s
Processing frame: 12000
Elapsed time: 617.923445224762s
Processing frame: 14000
Elapsed time: 715.0990128517151s
Processing frame: 16000
Elapsed time: 819.6306581497192s
Processing frame: 18000
Elapsed time: 923.217707157135s
Processing frame: 20000
Elapsed time: 1025.1492738723755s
Processing frame: 22000
Elapsed time: 1127.9113683700562s
Processing frame: 24000
Elapsed time: 1226.0958604812622s
Processing frame: 26000
Elapsed time: 1316.6811909675598s
Processing frame: 28000
Elapsed time: 1414.4041066169739s
Processing frame: 30000
Elapsed time: 1515.094333410263s
Processing frame: 32000
Elapsed time: 1611.7550330162048s
Processing frame: 34000
Elapsed time: 1713.0023033618927s
Processing frame: 36000
Elapsed time: 1820.6854991912842s
Processing frame: 38000
Elapsed time: 1919.6952016353607s
Processing frame: 40000
Elapsed time: 2023.6952192783356s
Processing frame: 42000
Elapsed time: 2127.8369369506836s
Processing frame: 44000
Elapsed time: 2229.308366537094s
Processing frame: 46000
Elapsed time: 2338.228367805481s
Processing frame: 48000
Elapsed time: 2441.1367235183716s
Processing frame: 50000
Elapsed time: 2551.7492203712463s
Processing frame: 52000
Elapsed time: 2660.066850423813s
Processing frame: 54000
Elapsed time: 2766.370278596878s
Processing frame: 56000
Elapsed time: 2868.678278684616s
Processing frame: 58000
Elapsed time: 2973.0009591579437s
Processing frame: 60000
Elapsed time: 3081.493502140045s
Processing frame: 62000
Elapsed time: 3184.919976711273s
