
Camera index: 1
Total frame number: 66423.0
Processing frame: 0
Elapsed time: 2.3126602172851562e-05s
Processing frame: 2000
Elapsed time: 101.19199514389038s
Processing frame: 4000
Elapsed time: 201.1818597316742s
Processing frame: 6000
Elapsed time: 301.9417760372162s
Processing frame: 8000
Elapsed time: 388.16262006759644s
Processing frame: 10000
Elapsed time: 483.3072609901428s
Processing frame: 12000
Elapsed time: 580.7585608959198s
Processing frame: 14000
Elapsed time: 683.3576629161835s
Processing frame: 16000
Elapsed time: 781.3428666591644s
Processing frame: 18000
Elapsed time: 878.0845675468445s
Processing frame: 20000
Elapsed time: 970.4151976108551s
Processing frame: 22000
Elapsed time: 1070.698364019394s
Processing frame: 24000
Elapsed time: 1172.518482685089s
Processing frame: 26000
Elapsed time: 1279.7187144756317s
Processing frame: 28000
Elapsed time: 1386.4655237197876s
Processing frame: 30000
Elapsed time: 1489.1771988868713s
Processing frame: 32000
Elapsed time: 1593.7195069789886s
Processing frame: 34000
Elapsed time: 1697.2731025218964s
Processing frame: 36000
Elapsed time: 1802.1845004558563s
Processing frame: 38000
Elapsed time: 1906.1618688106537s
Processing frame: 40000
Elapsed time: 2002.9768931865692s
Processing frame: 42000
Elapsed time: 2095.6861743927s
Processing frame: 44000
Elapsed time: 2194.4706132411957s
Processing frame: 46000
Elapsed time: 2297.0302102565765s
Processing frame: 48000
Elapsed time: 2400.698483467102s
Processing frame: 50000
Elapsed time: 2508.2405462265015s
Processing frame: 52000
Elapsed time: 2605.1412370204926s
Processing frame: 54000
Elapsed time: 2711.465070962906s
Processing frame: 56000
Elapsed time: 2813.109864473343s
Processing frame: 58000
Elapsed time: 2909.8005023002625s
Processing frame: 60000
Elapsed time: 3008.8760101795197s
Processing frame: 62000
Elapsed time: 3109.0383129119873s
Processing frame: 64000
Elapsed time: 3214.9116520881653s
Processing frame: 66000
Elapsed time: 3319.725039958954s
