
Camera index: 1
Total frame number: 67515.0
Processing frame: 0
Elapsed time: 1.6689300537109375e-05s
Processing frame: 2000
Elapsed time: 96.17229437828064s
Processing frame: 4000
Elapsed time: 193.81314420700073s
Processing frame: 6000
Elapsed time: 290.04344153404236s
Processing frame: 8000
Elapsed time: 387.6879951953888s
Processing frame: 10000
Elapsed time: 484.9683372974396s
Processing frame: 12000
Elapsed time: 583.5460963249207s
Processing frame: 14000
Elapsed time: 671.4052658081055s
Processing frame: 16000
Elapsed time: 767.6498341560364s
Processing frame: 18000
Elapsed time: 864.9098436832428s
Processing frame: 20000
Elapsed time: 962.403178691864s
Processing frame: 22000
Elapsed time: 1060.1356883049011s
Processing frame: 24000
Elapsed time: 1149.0453734397888s
Processing frame: 26000
Elapsed time: 1250.0144510269165s
Processing frame: 28000
Elapsed time: 1350.7603585720062s
Processing frame: 30000
Elapsed time: 1441.659541606903s
Processing frame: 32000
Elapsed time: 1538.2057118415833s
Processing frame: 34000
Elapsed time: 1635.0038046836853s
Processing frame: 36000
Elapsed time: 1736.531456708908s
Processing frame: 38000
Elapsed time: 1835.4083054065704s
Processing frame: 40000
Elapsed time: 1935.6069087982178s
Processing frame: 42000
Elapsed time: 2026.1529972553253s
Processing frame: 44000
Elapsed time: 2119.701461791992s
Processing frame: 46000
Elapsed time: 2210.3312866687775s
Processing frame: 48000
Elapsed time: 2305.5388305187225s
Processing frame: 50000
Elapsed time: 2406.3621106147766s
Processing frame: 52000
Elapsed time: 2502.135106086731s
Processing frame: 54000
Elapsed time: 2596.182487487793s
Processing frame: 56000
Elapsed time: 2692.667972803116s
Processing frame: 58000
Elapsed time: 2790.6268603801727s
Processing frame: 60000
Elapsed time: 2893.3626294136047s
Processing frame: 62000
Elapsed time: 2994.224870443344s
Processing frame: 64000
Elapsed time: 3090.3914194107056s
Processing frame: 66000
Elapsed time: 3183.8604362010956s
