
Camera index: 2
Total frame number: 88893.0
Processing frame: 0
Elapsed time: 1.4543533325195312e-05s
Processing frame: 2000
Elapsed time: 39.16828417778015s
Processing frame: 4000
Elapsed time: 76.57411289215088s
Processing frame: 6000
Elapsed time: 116.60848832130432s
Processing frame: 8000
Elapsed time: 158.16945457458496s
Processing frame: 10000
Elapsed time: 217.13401103019714s
Processing frame: 12000
Elapsed time: 256.83987164497375s
Processing frame: 14000
Elapsed time: 294.0752520561218s
Processing frame: 16000
Elapsed time: 331.45525765419006s
Processing frame: 18000
Elapsed time: 369.75100088119507s
Processing frame: 20000
Elapsed time: 410.12396001815796s
Processing frame: 22000
Elapsed time: 450.5515134334564s
Processing frame: 24000
Elapsed time: 490.5963590145111s
Processing frame: 26000
Elapsed time: 533.5703630447388s
Processing frame: 28000
Elapsed time: 577.7022840976715s
Processing frame: 30000
Elapsed time: 616.6625673770905s
Processing frame: 32000
Elapsed time: 657.5443000793457s
Processing frame: 34000
Elapsed time: 697.2273008823395s
Processing frame: 36000
Elapsed time: 735.6668319702148s
Processing frame: 38000
Elapsed time: 777.2891926765442s
Processing frame: 40000
Elapsed time: 817.9274144172668s
Processing frame: 42000
Elapsed time: 854.8442854881287s
Processing frame: 44000
Elapsed time: 890.6179397106171s
Processing frame: 46000
Elapsed time: 926.3812611103058s
Processing frame: 48000
Elapsed time: 961.9963147640228s
Processing frame: 50000
Elapsed time: 997.2753412723541s
Processing frame: 52000
Elapsed time: 1032.3345522880554s
Processing frame: 54000
Elapsed time: 1068.077908039093s
Processing frame: 56000
Elapsed time: 1103.3567008972168s
Processing frame: 58000
Elapsed time: 1138.3785626888275s
Processing frame: 60000
Elapsed time: 1173.6058509349823s
Processing frame: 62000
Elapsed time: 1208.9113540649414s
Processing frame: 64000
Elapsed time: 1243.545696258545s
Processing frame: 66000
Elapsed time: 1278.671677827835s
Processing frame: 68000
Elapsed time: 1313.2428932189941s
Processing frame: 70000
Elapsed time: 1348.4412698745728s
Processing frame: 72000
Elapsed time: 1383.2896618843079s
Processing frame: 74000
Elapsed time: 1418.328842163086s
Processing frame: 76000
Elapsed time: 1453.2058990001678s
Processing frame: 78000
Elapsed time: 1487.9534375667572s
Processing frame: 80000
Elapsed time: 1522.8300342559814s
Processing frame: 82000
Elapsed time: 1558.2928326129913s
Processing frame: 84000
Elapsed time: 1593.6491057872772s
Processing frame: 86000
Elapsed time: 1628.126737356186s
Processing frame: 88000
Elapsed time: 1662.9060378074646s
