
Camera index: 1
Total frame number: 60864.0
Processing frame: 0
Elapsed time: 2.1457672119140625e-05s
Processing frame: 2000
Elapsed time: 100.50419449806213s
Processing frame: 4000
Elapsed time: 200.131338596344s
Processing frame: 6000
Elapsed time: 308.76737236976624s
Processing frame: 8000
Elapsed time: 400.4242215156555s
Processing frame: 10000
Elapsed time: 498.6519179344177s
Processing frame: 12000
Elapsed time: 603.889181137085s
Processing frame: 14000
Elapsed time: 709.3229959011078s
Processing frame: 16000
Elapsed time: 807.3358099460602s
Processing frame: 18000
Elapsed time: 901.9976737499237s
Processing frame: 20000
Elapsed time: 984.9946713447571s
Processing frame: 22000
Elapsed time: 1073.6916196346283s
Processing frame: 24000
Elapsed time: 1164.5193915367126s
Processing frame: 26000
Elapsed time: 1266.145828485489s
Processing frame: 28000
Elapsed time: 1368.113123178482s
Processing frame: 30000
Elapsed time: 1457.209285736084s
Processing frame: 32000
Elapsed time: 1550.383163690567s
Processing frame: 34000
Elapsed time: 1642.1719624996185s
Processing frame: 36000
Elapsed time: 1731.66752576828s
Processing frame: 38000
Elapsed time: 1816.7238392829895s
Processing frame: 40000
Elapsed time: 1905.3852851390839s
Processing frame: 42000
Elapsed time: 2010.2659726142883s
Processing frame: 44000
Elapsed time: 2107.224718093872s
Processing frame: 46000
Elapsed time: 2210.739888906479s
Processing frame: 48000
Elapsed time: 2310.9088809490204s
Processing frame: 50000
Elapsed time: 2412.7358350753784s
Processing frame: 52000
Elapsed time: 2516.868218898773s
Processing frame: 54000
Elapsed time: 2617.911929368973s
Processing frame: 56000
Elapsed time: 2720.1748147010803s
Processing frame: 58000
Elapsed time: 2820.441884279251s
Processing frame: 60000
Elapsed time: 2921.770362854004s
