
Camera index: 1
Total frame number: 64605.0
Processing frame: 0
Elapsed time: 2.1696090698242188e-05s
Processing frame: 2000
Elapsed time: 94.51002359390259s
Processing frame: 4000
Elapsed time: 185.6884994506836s
Processing frame: 6000
Elapsed time: 272.0189998149872s
Processing frame: 8000
Elapsed time: 362.3853454589844s
Processing frame: 10000
Elapsed time: 461.8746769428253s
Processing frame: 12000
Elapsed time: 555.8405330181122s
Processing frame: 14000
Elapsed time: 657.1123745441437s
Processing frame: 16000
Elapsed time: 758.1067938804626s
Processing frame: 18000
Elapsed time: 843.3963751792908s
Processing frame: 20000
Elapsed time: 928.0866770744324s
Processing frame: 22000
Elapsed time: 1022.6443474292755s
Processing frame: 24000
Elapsed time: 1121.3319969177246s
Processing frame: 26000
Elapsed time: 1219.0408053398132s
Processing frame: 28000
Elapsed time: 1312.9598829746246s
Processing frame: 30000
Elapsed time: 1408.8401863574982s
Processing frame: 32000
Elapsed time: 1499.0098187923431s
Processing frame: 34000
Elapsed time: 1585.8382449150085s
Processing frame: 36000
Elapsed time: 1679.204303741455s
Processing frame: 38000
Elapsed time: 1775.3032467365265s
Processing frame: 40000
Elapsed time: 1857.097489118576s
Processing frame: 42000
Elapsed time: 1946.5794327259064s
Processing frame: 44000
Elapsed time: 2034.7183210849762s
Processing frame: 46000
Elapsed time: 2125.977836370468s
Processing frame: 48000
Elapsed time: 2206.3005952835083s
Processing frame: 50000
Elapsed time: 2293.3444685935974s
Processing frame: 52000
Elapsed time: 2382.7823173999786s
Processing frame: 54000
Elapsed time: 2468.071909427643s
Processing frame: 56000
Elapsed time: 2557.6277565956116s
Processing frame: 58000
Elapsed time: 2650.4011628627777s
Processing frame: 60000
Elapsed time: 2740.2076647281647s
Processing frame: 62000
Elapsed time: 2838.899793624878s
Processing frame: 64000
Elapsed time: 2933.538041114807s
