
Camera index: 2
Total frame number: 59757.0
Processing frame: 0
Elapsed time: 4.172325134277344e-05s
Processing frame: 2000
Elapsed time: 113.31281399726868s
Processing frame: 4000
Elapsed time: 233.1069118976593s
Processing frame: 6000
Elapsed time: 346.6763334274292s
Processing frame: 8000
Elapsed time: 458.57513213157654s
Processing frame: 10000
Elapsed time: 579.5261554718018s
Processing frame: 12000
Elapsed time: 698.3211472034454s
Processing frame: 14000
Elapsed time: 812.0141515731812s
Processing frame: 16000
Elapsed time: 924.4436428546906s
Processing frame: 18000
Elapsed time: 1033.4701933860779s
Processing frame: 20000
Elapsed time: 1139.2071352005005s
Processing frame: 22000
Elapsed time: 1244.7997288703918s
Processing frame: 24000
Elapsed time: 1352.0314598083496s
Processing frame: 26000
Elapsed time: 1454.6270878314972s
Processing frame: 28000
Elapsed time: 1566.6280601024628s
Processing frame: 30000
Elapsed time: 1678.2331459522247s
Processing frame: 32000
Elapsed time: 1792.1729249954224s
Processing frame: 34000
Elapsed time: 1914.0223968029022s
Processing frame: 36000
Elapsed time: 2026.136841058731s
Processing frame: 38000
Elapsed time: 2130.882960319519s
Processing frame: 40000
Elapsed time: 2237.212787628174s
Processing frame: 42000
Elapsed time: 2349.329259157181s
Processing frame: 44000
Elapsed time: 2464.4233787059784s
Processing frame: 46000
Elapsed time: 2582.2788722515106s
Processing frame: 48000
Elapsed time: 2699.9838058948517s
Processing frame: 50000
Elapsed time: 2816.3532140254974s
Processing frame: 52000
Elapsed time: 2930.3180911540985s
Processing frame: 54000
Elapsed time: 3044.580694913864s
Processing frame: 56000
Elapsed time: 3162.4804055690765s
Processing frame: 58000
Elapsed time: 3277.8870661258698s
