
Camera index: 2
Total frame number: 59955.0
Processing frame: 0
Elapsed time: 2.6464462280273438e-05s
Processing frame: 2000
Elapsed time: 104.98404097557068s
Processing frame: 4000
Elapsed time: 206.47291922569275s
Processing frame: 6000
Elapsed time: 317.92239570617676s
Processing frame: 8000
Elapsed time: 423.3799579143524s
Processing frame: 10000
Elapsed time: 529.3573200702667s
Processing frame: 12000
Elapsed time: 629.9830453395844s
Processing frame: 14000
Elapsed time: 721.7280173301697s
Processing frame: 16000
Elapsed time: 819.1692597866058s
Processing frame: 18000
Elapsed time: 928.2335166931152s
Processing frame: 20000
Elapsed time: 1034.2750685214996s
Processing frame: 22000
Elapsed time: 1139.080318927765s
Processing frame: 24000
Elapsed time: 1250.260104894638s
Processing frame: 26000
Elapsed time: 1353.386973619461s
Processing frame: 28000
Elapsed time: 1459.5475769042969s
Processing frame: 30000
Elapsed time: 1567.7588555812836s
Processing frame: 32000
Elapsed time: 1670.2047944068909s
Processing frame: 34000
Elapsed time: 1774.192626953125s
Processing frame: 36000
Elapsed time: 1879.906149148941s
Processing frame: 38000
Elapsed time: 1981.2768478393555s
Processing frame: 40000
Elapsed time: 2085.105385541916s
Processing frame: 42000
Elapsed time: 2187.978501558304s
Processing frame: 44000
Elapsed time: 2290.6788012981415s
Processing frame: 46000
Elapsed time: 2395.679651260376s
Processing frame: 48000
Elapsed time: 2495.323374271393s
Processing frame: 50000
Elapsed time: 2597.2072191238403s
Processing frame: 52000
Elapsed time: 2699.947399377823s
Processing frame: 54000
Elapsed time: 2804.482212781906s
Processing frame: 56000
Elapsed time: 2906.7765741348267s
Processing frame: 58000
Elapsed time: 3009.089516401291s
