
Camera index: 1
Total frame number: 66420.0
Processing frame: 0
Elapsed time: 1.5020370483398438e-05s
Processing frame: 2000
Elapsed time: 89.26909875869751s
Processing frame: 4000
Elapsed time: 184.43118023872375s
Processing frame: 6000
Elapsed time: 279.9210822582245s
Processing frame: 8000
Elapsed time: 372.86275029182434s
Processing frame: 10000
Elapsed time: 462.1025695800781s
Processing frame: 12000
Elapsed time: 557.0879905223846s
Processing frame: 14000
Elapsed time: 642.4639437198639s
Processing frame: 16000
Elapsed time: 727.068834066391s
Processing frame: 18000
Elapsed time: 823.2051765918732s
Processing frame: 20000
Elapsed time: 921.1543474197388s
Processing frame: 22000
Elapsed time: 1021.4792537689209s
Processing frame: 24000
Elapsed time: 1117.3425731658936s
Processing frame: 26000
Elapsed time: 1212.4343914985657s
Processing frame: 28000
Elapsed time: 1302.3373339176178s
Processing frame: 30000
Elapsed time: 1389.4669556617737s
Processing frame: 32000
Elapsed time: 1482.364627122879s
Processing frame: 34000
Elapsed time: 1586.7901270389557s
Processing frame: 36000
Elapsed time: 1684.0725231170654s
Processing frame: 38000
Elapsed time: 1781.8752222061157s
Processing frame: 40000
Elapsed time: 1881.2725751399994s
Processing frame: 42000
Elapsed time: 1978.5650503635406s
Processing frame: 44000
Elapsed time: 2079.5411117076874s
Processing frame: 46000
Elapsed time: 2184.5959203243256s
Processing frame: 48000
Elapsed time: 2280.163571357727s
Processing frame: 50000
Elapsed time: 2377.085664987564s
Processing frame: 52000
Elapsed time: 2477.2204246520996s
Processing frame: 54000
Elapsed time: 2582.7363607883453s
Processing frame: 56000
Elapsed time: 2682.309460878372s
Processing frame: 58000
Elapsed time: 2788.5530474185944s
Processing frame: 60000
Elapsed time: 2895.465765953064s
Processing frame: 62000
Elapsed time: 2991.8109867572784s
Processing frame: 64000
Elapsed time: 3094.412918806076s
Processing frame: 66000
Elapsed time: 3196.8486788272858s
