
Camera index: 1
Total frame number: 66423.0
Processing frame: 0
Elapsed time: 1.9073486328125e-05s
Processing frame: 2000
Elapsed time: 98.64309930801392s
Processing frame: 4000
Elapsed time: 196.15682721138s
Processing frame: 6000
Elapsed time: 294.48559832572937s
Processing frame: 8000
Elapsed time: 378.5961081981659s
Processing frame: 10000
Elapsed time: 471.2967324256897s
Processing frame: 12000
Elapsed time: 566.6093380451202s
Processing frame: 14000
Elapsed time: 666.7757291793823s
Processing frame: 16000
Elapsed time: 762.4031844139099s
Processing frame: 18000
Elapsed time: 856.9522161483765s
Processing frame: 20000
Elapsed time: 946.6685509681702s
Processing frame: 22000
Elapsed time: 1043.9203097820282s
Processing frame: 24000
Elapsed time: 1142.6270244121552s
Processing frame: 26000
Elapsed time: 1246.7513728141785s
Processing frame: 28000
Elapsed time: 1350.2092764377594s
Processing frame: 30000
Elapsed time: 1450.240835428238s
Processing frame: 32000
Elapsed time: 1551.7933957576752s
Processing frame: 34000
Elapsed time: 1652.1356420516968s
Processing frame: 36000
Elapsed time: 1753.7999384403229s
Processing frame: 38000
Elapsed time: 1854.9947953224182s
Processing frame: 40000
Elapsed time: 1949.2713005542755s
Processing frame: 42000
Elapsed time: 2039.320274591446s
Processing frame: 44000
Elapsed time: 2135.739201784134s
Processing frame: 46000
Elapsed time: 2235.5694313049316s
Processing frame: 48000
Elapsed time: 2336.699117422104s
Processing frame: 50000
Elapsed time: 2441.4233717918396s
Processing frame: 52000
Elapsed time: 2535.816019296646s
Processing frame: 54000
Elapsed time: 2639.5340101718903s
Processing frame: 56000
Elapsed time: 2738.636512517929s
Processing frame: 58000
Elapsed time: 2832.8345346450806s
Processing frame: 60000
Elapsed time: 2929.279132604599s
Processing frame: 62000
Elapsed time: 3026.876970767975s
Processing frame: 64000
Elapsed time: 3129.907300233841s
Processing frame: 66000
Elapsed time: 3232.13334441185s
