
Camera index: 2
Total frame number: 31542.0
Processing frame: 0
Elapsed time: 1.6450881958007812e-05s
Processing frame: 2000
Elapsed time: 104.3538613319397s
Processing frame: 4000
Elapsed time: 209.88658738136292s
Processing frame: 6000
Elapsed time: 315.8566644191742s
Processing frame: 8000
Elapsed time: 419.70989775657654s
Processing frame: 10000
Elapsed time: 529.5367228984833s
Processing frame: 12000
Elapsed time: 640.2015445232391s
Processing frame: 14000
Elapsed time: 749.5725519657135s
Processing frame: 16000
Elapsed time: 852.4261050224304s
Processing frame: 18000
Elapsed time: 955.3272387981415s
Processing frame: 20000
Elapsed time: 1058.0766751766205s
Processing frame: 22000
Elapsed time: 1159.9274940490723s
Processing frame: 24000
Elapsed time: 1259.282910823822s
Processing frame: 26000
Elapsed time: 1365.5706849098206s
Processing frame: 28000
Elapsed time: 1466.4395055770874s
Processing frame: 30000
Elapsed time: 1566.9954824447632s
