
Camera index: 1
Total frame number: 73623.0
Processing frame: 0
Elapsed time: 1.621246337890625e-05s
Processing frame: 2000
Elapsed time: 93.63363695144653s
Processing frame: 4000
Elapsed time: 188.65340971946716s
Processing frame: 6000
Elapsed time: 296.27882862091064s
Processing frame: 8000
Elapsed time: 392.23745799064636s
Processing frame: 10000
Elapsed time: 486.30735182762146s
Processing frame: 12000
Elapsed time: 588.7492094039917s
Processing frame: 14000
Elapsed time: 687.6929161548615s
Processing frame: 16000
Elapsed time: 787.0969884395599s
Processing frame: 18000
Elapsed time: 879.1395742893219s
Processing frame: 20000
Elapsed time: 969.6283421516418s
Processing frame: 22000
Elapsed time: 1060.1513133049011s
Processing frame: 24000
Elapsed time: 1148.4255919456482s
Processing frame: 26000
Elapsed time: 1246.688141822815s
Processing frame: 28000
Elapsed time: 1335.646870136261s
Processing frame: 30000
Elapsed time: 1429.3103604316711s
Processing frame: 32000
Elapsed time: 1533.062834739685s
Processing frame: 34000
Elapsed time: 1628.0855121612549s
Processing frame: 36000
Elapsed time: 1725.7337753772736s
Processing frame: 38000
Elapsed time: 1823.4422574043274s
Processing frame: 40000
Elapsed time: 1922.04278922081s
Processing frame: 42000
Elapsed time: 2010.6382915973663s
Processing frame: 44000
Elapsed time: 2112.4714534282684s
Processing frame: 46000
Elapsed time: 2217.7627420425415s
Processing frame: 48000
Elapsed time: 2321.165948867798s
Processing frame: 50000
Elapsed time: 2418.5531318187714s
Processing frame: 52000
Elapsed time: 2518.4935264587402s
Processing frame: 54000
Elapsed time: 2617.6349062919617s
Processing frame: 56000
Elapsed time: 2709.8281140327454s
Processing frame: 58000
Elapsed time: 2802.7693004608154s
Processing frame: 60000
Elapsed time: 2890.3028333187103s
Processing frame: 62000
Elapsed time: 2981.2332224845886s
Processing frame: 64000
Elapsed time: 3080.7104156017303s
Processing frame: 66000
Elapsed time: 3187.518532514572s
Processing frame: 68000
Elapsed time: 3289.99444937706s
Processing frame: 70000
Elapsed time: 3391.5238115787506s
Processing frame: 72000
Elapsed time: 3491.8534071445465s
