
Camera index: 1
Total frame number: 37770.0
Processing frame: 0
Elapsed time: 2.0503997802734375e-05s
Processing frame: 2000
Elapsed time: 90.35377407073975s
Processing frame: 4000
Elapsed time: 195.4482171535492s
Processing frame: 6000
Elapsed time: 296.42902874946594s
Processing frame: 8000
Elapsed time: 402.6250014305115s
Processing frame: 10000
Elapsed time: 506.2170693874359s
Processing frame: 12000
Elapsed time: 615.9855854511261s
Processing frame: 14000
Elapsed time: 722.1746845245361s
Processing frame: 16000
Elapsed time: 832.3413672447205s
Processing frame: 18000
Elapsed time: 935.6940076351166s
Processing frame: 20000
Elapsed time: 1036.749362230301s
Processing frame: 22000
Elapsed time: 1135.905656337738s
Processing frame: 24000
Elapsed time: 1239.091667175293s
Processing frame: 26000
Elapsed time: 1341.6069288253784s
Processing frame: 28000
Elapsed time: 1445.5994634628296s
Processing frame: 30000
Elapsed time: 1551.657663345337s
Processing frame: 32000
Elapsed time: 1655.7125675678253s
Processing frame: 34000
Elapsed time: 1764.7374522686005s
Processing frame: 36000
Elapsed time: 1858.5105686187744s
