
Camera index: 2
Total frame number: 67812.0
Processing frame: 0
Elapsed time: 1.5974044799804688e-05s
Processing frame: 2000
Elapsed time: 90.58942198753357s
Processing frame: 4000
Elapsed time: 188.92840695381165s
Processing frame: 6000
Elapsed time: 283.6463158130646s
Processing frame: 8000
Elapsed time: 379.9693036079407s
Processing frame: 10000
Elapsed time: 477.23813247680664s
Processing frame: 12000
Elapsed time: 576.7184851169586s
Processing frame: 14000
Elapsed time: 669.1440706253052s
Processing frame: 16000
Elapsed time: 762.07994556427s
Processing frame: 18000
Elapsed time: 865.3165612220764s
Processing frame: 20000
Elapsed time: 960.9551405906677s
Processing frame: 22000
Elapsed time: 1059.8647541999817s
Processing frame: 24000
Elapsed time: 1162.2402958869934s
Processing frame: 26000
Elapsed time: 1262.5718894004822s
Processing frame: 28000
Elapsed time: 1371.522587776184s
Processing frame: 30000
Elapsed time: 1469.1940162181854s
Processing frame: 32000
Elapsed time: 1571.3408949375153s
Processing frame: 34000
Elapsed time: 1669.4032900333405s
Processing frame: 36000
Elapsed time: 1767.2870864868164s
Processing frame: 38000
Elapsed time: 1871.6120717525482s
Processing frame: 40000
Elapsed time: 1972.59015750885s
Processing frame: 42000
Elapsed time: 2070.6956317424774s
Processing frame: 44000
Elapsed time: 2169.469293117523s
Processing frame: 46000
Elapsed time: 2269.2357120513916s
Processing frame: 48000
Elapsed time: 2371.582255125046s
Processing frame: 50000
Elapsed time: 2471.502081155777s
Processing frame: 52000
Elapsed time: 2570.849432706833s
Processing frame: 54000
Elapsed time: 2669.161876440048s
Processing frame: 56000
Elapsed time: 2768.9825205802917s
Processing frame: 58000
Elapsed time: 2866.946060180664s
Processing frame: 60000
Elapsed time: 2966.4031326770782s
Processing frame: 62000
Elapsed time: 3062.8562388420105s
Processing frame: 64000
Elapsed time: 3158.655263900757s
Processing frame: 66000
Elapsed time: 3258.7102823257446s
