
Camera index: 2
Total frame number: 91377.0
Processing frame: 0
Elapsed time: 1.9311904907226562e-05s
Processing frame: 2000
Elapsed time: 101.61593055725098s
Processing frame: 4000
Elapsed time: 203.32506608963013s
Processing frame: 6000
Elapsed time: 302.8772554397583s
Processing frame: 8000
Elapsed time: 403.65676832199097s
Processing frame: 10000
Elapsed time: 500.29922127723694s
Processing frame: 12000
Elapsed time: 600.227712392807s
Processing frame: 14000
Elapsed time: 696.2137651443481s
Processing frame: 16000
Elapsed time: 796.6409964561462s
Processing frame: 18000
Elapsed time: 896.364764213562s
Processing frame: 20000
Elapsed time: 990.9109930992126s
Processing frame: 22000
Elapsed time: 1091.218031167984s
Processing frame: 24000
Elapsed time: 1186.976375579834s
Processing frame: 26000
Elapsed time: 1285.9282910823822s
Processing frame: 28000
Elapsed time: 1380.3579726219177s
Processing frame: 30000
Elapsed time: 1475.0320856571198s
Processing frame: 32000
Elapsed time: 1576.9336211681366s
Processing frame: 34000
Elapsed time: 1676.167668581009s
Processing frame: 36000
Elapsed time: 1776.0552160739899s
Processing frame: 38000
Elapsed time: 1874.1341366767883s
Processing frame: 40000
Elapsed time: 1967.9533920288086s
Processing frame: 42000
Elapsed time: 2067.343438386917s
Processing frame: 44000
Elapsed time: 2167.7479968070984s
Processing frame: 46000
Elapsed time: 2269.6154465675354s
Processing frame: 48000
Elapsed time: 2372.0305943489075s
Processing frame: 50000
Elapsed time: 2467.5475080013275s
Processing frame: 52000
Elapsed time: 2562.1128900051117s
Processing frame: 54000
Elapsed time: 2660.346127510071s
Processing frame: 56000
Elapsed time: 2754.429363012314s
Processing frame: 58000
Elapsed time: 2852.191081762314s
Processing frame: 60000
Elapsed time: 2948.0309438705444s
Processing frame: 62000
Elapsed time: 3045.698573589325s
Processing frame: 64000
Elapsed time: 3141.0629131793976s
Processing frame: 66000
Elapsed time: 3238.4463658332825s
Processing frame: 68000
Elapsed time: 3337.777031183243s
Processing frame: 70000
Elapsed time: 3435.954598903656s
Processing frame: 72000
Elapsed time: 3529.443742275238s
Processing frame: 74000
Elapsed time: 3628.1036608219147s
Processing frame: 76000
Elapsed time: 3724.267287015915s
Processing frame: 78000
Elapsed time: 3819.0381846427917s
Processing frame: 80000
Elapsed time: 3919.7950155735016s
Processing frame: 82000
Elapsed time: 4017.4703657627106s
Processing frame: 84000
Elapsed time: 4118.539915561676s
Processing frame: 86000
Elapsed time: 4218.606694698334s
Processing frame: 88000
Elapsed time: 4317.809660434723s
Processing frame: 90000
Elapsed time: 4419.245473861694s
